FA001_tgt.mdl:: res 020; https://www.thingiverse.com/thing:2967592 (Adeptus Titanicus scale Sabre Tank Hunter)
FA141_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2967347 (Beach chair)
FA142_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2969038 (Steampunk Butterfly)
FA143_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2956587 (TEATRO)
FA144_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2969621 (Chest)
FA145_tgt.mdl:: res 120; https://www.thingiverse.com/thing:4096 (Dragon)
FA146_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2968243 (Gnomedalf)
FA147_tgt.mdl:: res 120; https://www.thingiverse.com/thing:937942 & https://www.thingiverse.com/thing:15198 (Saint Louis Gateway Arch & All Alphabet Letters A-Z)
FA148_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2957447 (kleeblatt zum quadrat)
FA149_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2966868 (Server PSU end pieces)
FA150_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2956034 (crib / gitterbett - lion)
FA151_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2969474 (Pineapple Box)
FA152_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2969862 (sink trap cap)
FA153_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2973081 (Washburn Profile Emblem)
FA154_tgt.mdl:: res 120; https://www.thingiverse.com/thing:2967946 (Woody's Hat (Toy Story))
FA155_tgt.mdl:: res 120; https://www.thingiverse.com/thing:182334 (Tyrannosaurus)
FA156_tgt.mdl:: res 120; https://www.thingiverse.com/thing:182327 (Triceratops)
FA157_tgt.mdl:: res 130; https://www.thingiverse.com/thing:21637 (Duomo di Milano)
FA158_tgt.mdl:: res 130; https://www.thingiverse.com/thing:35798 (Reims Cathedral Kitset)
FA159_tgt.mdl:: res 140; https://www.thingiverse.com/thing:2953333 (traffic light / ampel)
FA160_tgt.mdl:: res 140; https://www.thingiverse.com/thing:2973020 (Business Card Case)
FA161_tgt.mdl:: res 140; https://www.thingiverse.com/thing:2969754 (Dungeon door)
FA162_tgt.mdl:: res 140; https://www.thingiverse.com/thing:2937050 (parabolic antenna - alien surfgirls ver)
FA163_tgt.mdl:: res 140; https://www.thingiverse.com/thing:2971374 (Strawberry Planter)
FA164_tgt.mdl:: res 150; https://www.thingiverse.com/thing:437576 (Piggy Bank)
FA165_tgt.mdl:: res 150; https://www.thingiverse.com/thing:1388237 (Wireframe Skull Pencil Holder (For The Love of Dog))
FA166_tgt.mdl:: res 160; https://www.thingiverse.com/thing:2965524 (Spinner Huricane)
FA167_tgt.mdl:: res 160; https://www.thingiverse.com/thing:2966680 (keychain heart julie)
FA168_tgt.mdl:: res 160; https://www.thingiverse.com/thing:2953521 (schnitzelklopfer - meathammer)
FA169_tgt.mdl:: res 160; https://www.thingiverse.com/thing:2968546 (Lazy UAZ)
FA170_tgt.mdl:: res 160; https://www.thingiverse.com/thing:2972854 (Schafberg mountain / Salzkammergut / Austria)
FA171_tgt.mdl:: res 160; https://www.thingiverse.com/thing:1423364 (Star Trek USS Enterprise Ultimate Collection)
FA172_tgt.mdl:: res 160; https://www.thingiverse.com/thing:1423364 (Star Trek USS Enterprise Ultimate Collection)
FA173_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2967790 (Crazy Bird Feeder)
FA174_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2972794 (Bumpy Chess Set (modified to remove gap b/w board and pieces))
FA175_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2966731 (hotrod)
FA176_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2956034 (crib / gitterbett - lion)
FA177_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2969803 (Safe Handle)
FA178_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2829553 (Easter Eggs)
FA179_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2829553 (Easter Eggs)
FA180_tgt.mdl:: res 180; https://www.thingiverse.com/thing:2829553 (Easter Eggs)
FA181_tgt.mdl:: res 200; https://www.thingiverse.com/thing:2942157 (clock)
FA182_tgt.mdl:: res 200; https://www.thingiverse.com/thing:2947395 (plane)
FA183_tgt.mdl:: res 200; https://www.thingiverse.com/thing:2972905 (Revolving Ring)
FA184_tgt.mdl:: res 200; https://www.thingiverse.com/thing:2967414 (Tesseract)
FA185_tgt.mdl:: res 200; https://www.thingiverse.com/thing:2966619 (vw dali)
FA186_tgt.mdl:: res 220; https://www.thingiverse.com/thing:34343 (Rodin's The Thinker)
FD001_src.mdl:: res 020; https://www.thingiverse.com/thing:2967592 (Adeptus Titanicus scale Sabre Tank Hunter)
FD002_src.mdl:: res 020; https://www.thingiverse.com/thing:2953333 (traffic light / ampel)
FD003_src.mdl:: res 020; https://www.thingiverse.com/thing:2969024 (Creality CR10(s) - Filament spindle addon)
FD004_src.mdl:: res 020; https://www.thingiverse.com/thing:4096 (Dragon)
FD005_src.mdl:: res 020; https://www.thingiverse.com/thing:2972734 (Gummitüllen für MZ ETZ 125/150)
FD006_src.mdl:: res 020; https://www.thingiverse.com/thing:2966868 (Server PSU end pieces)
FD007_src.mdl:: res 020; https://www.thingiverse.com/thing:2914452 (pot)
FD008_src.mdl:: res 020; https://www.thingiverse.com/thing:2972762 (Rhombic Dodecahedron d12)
FD009_src.mdl:: res 020; https://www.thingiverse.com/thing:2969803 (Safe Handle)
FD010_src.mdl:: res 020; https://www.thingiverse.com/thing:2973081 (Washburn Profile Emblem)
FD011_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD012_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD013_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD014_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD015_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD016_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD017_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD018_src.mdl:: res 020; https://www.thingiverse.com/thing:15198 (All Alphabet Letters A-Z)
FD019_src.mdl:: res 030; geometric (cube)
FD020_src.mdl:: res 030; geometric (cubeHollow)
FD021_src.mdl:: res 030; geometric (sphere)
FD022_src.mdl:: res 030; geometric (sphereHollow)
FD023_src.mdl:: res 030; geometric (cone)
FD024_src.mdl:: res 030; geometric (coneHollow)
FD025_src.mdl:: res 030; geometric (cylinder)
FD026_src.mdl:: res 030; geometric (cylinderHollow)
FD027_src.mdl:: res 030; geometric (pyramid)
FD028_src.mdl:: res 030; geometric (pyramidHollow)
FD029_src.mdl:: res 030; geometric (pyramidTall)
FD030_src.mdl:: res 030; geometric (pyramidTallHollow)
FD031_src.mdl:: res 030; geometric (octahedron)
FD032_src.mdl:: res 030; geometric (octahedronHollow)
FD033_src.mdl:: res 030; geometric (sphereSpiral)
FD034_src.mdl:: res 030; geometric (sphereHollowSpiral)
FD035_src.mdl:: res 030; geometric (sphereHollowSpiralInv)
FD036_src.mdl:: res 030; geometric (coneSpiral)
FD037_src.mdl:: res 030; geometric (coneHollowSpiral)
FD038_src.mdl:: res 030; geometric (cylinderSpiral)
FD039_src.mdl:: res 030; geometric (cylinderHollowSpiral)
FD040_src.mdl:: res 030; geometric (mengerSponge)
FD041_src.mdl:: res 030; geometric (mengerSpongeInv)
FD042_src.mdl:: res 040; https://www.thingiverse.com/thing:88208 (Stanford Bunny -- Digitized!)
FD043_src.mdl:: res 040; https://www.thingiverse.com/thing:852078 (Utah teapot (solid))
FD044_src.mdl:: res 040; https://www.thingiverse.com/thing:2829553 (Easter Eggs)
FD045_src.mdl:: res 040; https://www.thingiverse.com/thing:2829553 (Easter Eggs)
FD046_src.mdl:: res 040; https://www.thingiverse.com/thing:2829553 (Easter Eggs)
FD047_src.mdl:: res 040; https://www.thingiverse.com/thing:2969134 (A10 warthog)
FD048_src.mdl:: res 040; https://www.thingiverse.com/thing:2967347 (Beach chair)
FD049_src.mdl:: res 040; https://www.thingiverse.com/thing:2942228 (flintstone car)
FD050_src.mdl:: res 040; https://www.thingiverse.com/thing:2967112 (Low Vision Dice)
FD051_src.mdl:: res 040; https://www.thingiverse.com/thing:2969474 (Pineapple Box)
FD052_src.mdl:: res 040; https://www.thingiverse.com/thing:2973061 (Poet Stamp)
FD053_src.mdl:: res 040; https://www.thingiverse.com/thing:2972756 (Taranis qx7 knob)
FD054_src.mdl:: res 040; https://www.thingiverse.com/thing:2969221 (sword)
FD055_src.mdl:: res 040; https://www.thingiverse.com/thing:2969390 (Unicamel)
FD056_src.mdl:: res 040; https://www.thingiverse.com/thing:2967946 (Woody's Hat (Toy Story))
FD057_src.mdl:: res 050; https://www.thingiverse.com/thing:305669 (Aquaticus the Water Dragon)
FD058_src.mdl:: res 050; https://www.thingiverse.com/thing:305448 (Eruptron the Volcano Dragon)
FD059_src.mdl:: res 050; https://www.thingiverse.com/thing:7953 (Coffee Mug)
FD060_src.mdl:: res 050; https://www.thingiverse.com/thing:24464 (Coffee Mug)
FD061_src.mdl:: res 060; https://www.thingiverse.com/thing:937942 & https://www.thingiverse.com/thing:15198 (Saint Louis Gateway Arch & All Alphabet Letters A-Z)
FD062_src.mdl:: res 060; https://www.thingiverse.com/thing:2966530 (Baby raptor)
FD063_src.mdl:: res 060; https://www.thingiverse.com/thing:2956587 (TEATRO)
FD064_src.mdl:: res 060; https://www.thingiverse.com/thing:2972844 (Chicken Rooster - Ayam Jago)
FD065_src.mdl:: res 060; https://www.thingiverse.com/thing:2967094 (OilBarrel V2)
FD066_src.mdl:: res 060; https://www.thingiverse.com/thing:2968388 (Tall Dactyl Manuform)
FD067_src.mdl:: res 060; https://www.thingiverse.com/thing:2918393 (mexican hat)
FD068_src.mdl:: res 060; https://www.thingiverse.com/thing:2968546 (Lazy UAZ)
FD069_src.mdl:: res 060; https://www.thingiverse.com/thing:2969862 (sink trap cap)
FD070_src.mdl:: res 060; https://www.thingiverse.com/thing:2972890 (Splendor and Cities box organiser)
FD071_src.mdl:: res 060; https://www.thingiverse.com/thing:2942036 (zigeunerwagen)
FD072_src.mdl:: res 060; https://www.thingiverse.com/thing:1355370 (Stone Landmarks, Buildings, and Structures)
FD073_src.mdl:: res 060; https://www.thingiverse.com/thing:1355370 (Stone Landmarks, Buildings, and Structures)
FD074_src.mdl:: res 060; https://www.thingiverse.com/thing:1355370 (Stone Landmarks, Buildings, and Structures)
FD075_src.mdl:: res 060; https://www.thingiverse.com/thing:1355370 (Stone Landmarks, Buildings, and Structures)
FD076_src.mdl:: res 060; https://www.thingiverse.com/thing:1355370 (Stone Landmarks, Buildings, and Structures)
FD077_src.mdl:: res 060; https://www.thingiverse.com/thing:1355370 (Stone Landmarks, Buildings, and Structures)
FD078_src.mdl:: res 070; https://www.thingiverse.com/thing:1930665 (Modular Castle Playset (3D-printable))
FD079_src.mdl:: res 070; https://www.thingiverse.com/thing:1930665 (Modular Castle Playset (3D-printable))
FD080_src.mdl:: res 070; https://www.thingiverse.com/thing:1930665 (Modular Castle Playset (3D-printable))
FD081_src.mdl:: res 070; https://www.thingiverse.com/thing:1930665 (Modular Castle Playset (3D-printable))
FD082_src.mdl:: res 070; https://www.thingiverse.com/thing:1930665 (Modular Castle Playset (3D-printable))
FD083_src.mdl:: res 070; https://www.thingiverse.com/thing:1930665 (Modular Castle Playset (3D-printable))
FD084_src.mdl:: res 070; https://www.thingiverse.com/thing:1930665 (Modular Castle Playset (3D-printable))
FD085_src.mdl:: res 080; https://www.thingiverse.com/thing:2969515 (80s Joystick)
FD086_src.mdl:: res 080; https://www.thingiverse.com/thing:2953333 (traffic light / ampel)
FD087_src.mdl:: res 080; https://www.thingiverse.com/thing:2969709 (Clave de sol)
FD088_src.mdl:: res 080; https://www.thingiverse.com/thing:2967887 (Dog german shepherd)
FD089_src.mdl:: res 080; https://www.thingiverse.com/thing:2968586 (Hexagonal Dice Box Celtic Knot Lid)
FD090_src.mdl:: res 080; https://www.thingiverse.com/thing:2951851 (football soccer ball)
FD091_src.mdl:: res 080; https://www.thingiverse.com/thing:982789 (Formicarium (Ant Farm))
FD092_src.mdl:: res 080; https://www.thingiverse.com/thing:2966680 (keychain heart julie)
FD093_src.mdl:: res 080; https://www.thingiverse.com/thing:937942 & https://www.thingiverse.com/thing:15198 (Saint Louis Gateway Arch & All Alphabet Letters A-Z)
FD094_src.mdl:: res 080; https://www.thingiverse.com/thing:2957462 (kleeblatt hoch 3)
FD095_src.mdl:: res 080; https://www.thingiverse.com/thing:2953521 (schnitzelklopfer - meathammer)
FD096_src.mdl:: res 080; https://www.thingiverse.com/thing:2914452 (pot)
FD097_src.mdl:: res 080; https://www.thingiverse.com/thing:2947395 (plane)
FD098_src.mdl:: res 080; https://www.thingiverse.com/thing:2972937 (star 1 Pixel node)
FD099_src.mdl:: res 080; https://www.thingiverse.com/thing:2967414 (Tesseract)
FD100_src.mdl:: res 080; https://www.thingiverse.com/thing:2967447 (Epic DKoK Heavy Weapons)
FD101_src.mdl:: res 080; https://www.thingiverse.com/thing:2941979 (museumsdorf wagen - spinning wheels)
FD102_src.mdl:: res 080; https://www.thingiverse.com/thing:651022 (Stonehenge)
FD103_src.mdl:: res 080; https://www.thingiverse.com/thing:47622 (Metropolis)
FD104_src.mdl:: res 085; geometric (mengerSponge)
FD105_src.mdl:: res 085; geometric (mengerSpongeInv)
FD106_src.mdl:: res 090; https://www.thingiverse.com/thing:1157525 (MineCraft Castle)
FD107_src.mdl:: res 090; https://www.thingiverse.com/thing:34812 (Minecraft Lighthouse)
FD108_src.mdl:: res 090; https://www.thingiverse.com/thing:159622 (Minecraft castle)
FD109_src.mdl:: res 090; https://www.thingiverse.com/thing:216333 (Minecraft castle from our medieval server)
FD110_src.mdl:: res 090; https://www.thingiverse.com/thing:34441 (Minecraft castle)
FD111_src.mdl:: res 090; https://www.thingiverse.com/thing:903863 (Minecraft Wizard's Tower)
FD112_src.mdl:: res 100; https://www.thingiverse.com/thing:2967592 (Adeptus Titanicus scale Sabre Tank Hunter)
FD113_src.mdl:: res 100; https://www.thingiverse.com/thing:2956591 (Bailarina cookie cutter)
FD114_src.mdl:: res 100; https://www.thingiverse.com/thing:2969648 (compass)
FD115_src.mdl:: res 100; https://www.thingiverse.com/thing:2954332 (cube cube 6x6x6)
FD116_src.mdl:: res 100; https://www.thingiverse.com/thing:2968062 (ball)
FD117_src.mdl:: res 100; https://www.thingiverse.com/thing:2942228 (flintstone car)
FD118_src.mdl:: res 100; https://www.thingiverse.com/thing:2968044 (Japanese police Badge)
FD119_src.mdl:: res 100; https://www.thingiverse.com/thing:2969225 (Maker Coin)
FD120_src.mdl:: res 100; https://www.thingiverse.com/thing:2918393 (mexican hat)
